bill_id,overall_score,notes,score_필요성_및_적합성,rationale_필요성_및_적합성,score_일관성_및_체계성,rationale_일관성_및_체계성,score_효과성_및_비례성,rationale_효과성_및_비례성,score_절차_및_근거_기반,rationale_절차_및_근거_기반,score_영향력_및_지속가능성,rationale_영향력_및_지속가능성,score_명확성_및_가독성,rationale_명확성_및_가독성,score_필요일성_및_적합성,rationale_필요일성_및_적합성
2014519,37,"본 개정안은 명칭 정비에 집중된 기술적 성격의 개정으로, 법체계 내 정합성과 명확성은 높다. 다만 필요성의 실증 근거와 효과성 검증이 부족해, 상징적 효과를 넘어 실질적 성과로 연결될 추가적 정책 보완이 필요하다.",6.0,"제안이유는 기존 명칭(“활동보조인”)이 직업 자존감과 업무 적극성에 부정적이라는 지적을 근거로 들고 있으나(‘자존감과 업무에 대한 적극성이 결여’), 통계나 연구 등 객관적 근거 제시는 없다. 다만 명칭은 법률에 규정되어 있어(예: 제27조 제목, 제28조 제목 등) 법률 개정이 필요한 사안이라는 점에서 적합성은 인정된다.",8,"용어 변경이 제16조제1항제1호, 제27조(제목 및 본문), 제28조(제목 및 본문) 등 핵심 조항에 일관되게 반영되어 체계적이다. 다만 본 법 외 타 법령·지침·서식에서 ‘활동보조인’ 용례가 있을 경우 후속 정비가 필요하다는 전환기 관리 문제가 남아 있다.",6,명칭 변경이 ‘보다 나은 활동보조’ 제공으로 이어질 것이라는 인과는 제시되지만 실증적 근거가 부족하여 효과성은 제한적이다. 반면 규제강도와 비용은 매우 경미하고 부칙으로 6개월의 시행 유예를 둬 비례성은 높다.,3,"제안이유는 ‘지적이 제기되고 있음’이라는 서술에 그치며, 이해관계자 의견 수렴이나 조사·연구 결과 등 근거가 제시되지 않는다. 입법 과정의 투명성·증거 기반을 확인할 수 있는 요소가 부족하다.",5,"용어 개선을 통한 상징적·규범적 효과(직업 이미지 제고)가 기대되나, 서비스 품질 향상에 대한 실질적·장기적 영향은 제한적일 수 있다. 교육기관 명칭·서식 변경 등 경미한 이행비용과 6개월 유예로 지속가능성 측면의 부담은 낮다.",9,"개정 내용은 특정 용어를 ‘활동보조인→활동지원사’로 일괄 치환하고 교육기관 명칭을 정합적으로 변경하는 등 간결하고 명확하다(제27조, 제28조). 부칙으로 시행시점도 분명해 해석상의 모호성이 거의 없다.",,
2014528,45,"상충 규정으로 인한 신고 사각지대를 해소하는 정확한 ‘핀셋’ 개정으로, 정합성과 집행 가능성이 높습니다. 다만 문제 규모·효과에 대한 실증 근거 제시가 부족해 정책 형성 과정의 투명성 측면에서는 개선 여지가 있습니다.",8.0,제안이유는 「산지관리법」 제28조제1항제6호의 예외 허용과 「골재채취법」 제3조의 산지 적용 제외로 인해 ‘골재선별·파쇄 신고(제32조)’가 작동하지 않는 모순을 명시합니다. 제3조 단서에 제32조를 추가하여 산지에서도 신고의무가 적용되도록 하는 설계는 문제 정의와 수단이 직접적으로 부합합니다.,9,"개정안은 “제3조 단서 중 ‘제22조의3 및 제22조의4’를 ‘제22조의3, 제22조의4 및 제32조’로” 수정하는 단일 조문으로, 산지 적용 제외 규정의 예외 범위를 명확히 확장하여 상호법 간 충돌을 해소합니다. 상위법과의 충돌 소지는 없고, 「산지관리법」의 예외 허용 체계와 신고를 통한 안전·관리 체계를 조화시킵니다.",8,"산지에서의 골재 선별·파쇄 행위에 대해 제32조 신고가 적용되면 행정감독과 정보 파악이 가능해져 목적 달성 가능성이 큽니다. 신고의무 부과는 비용·규제가 경미한 편에 속해 문제 규모 대비 과도하지 않으며, 특정 집단에 대한 과중한 부담을 유발하는 설계도 아닙니다.",5,"제안이유는 2017.10.19. 시행된 「산지관리법」 규정과 현행 「골재채취법」 조문을 구체 인용하여 법기술적 모순을 근거로 제시합니다. 다만 실제 분쟁·사례 규모, 행정효과, 이해관계자 의견 등 경험적·통계적 근거와 공론화 과정에 대한 정보는 제시되지 않았습니다.",6,"법률 간 정합성 제고와 행정신고 적용 확대를 통해 법집행의 예측가능성과 안전·환경관리의 기본선이 강화되는 지속적 효과가 기대됩니다. 파급효과는 제한적이지만, 불필요한 사각지대 축소와 경미한 준수비용 증가 외의 부작용 가능성은 낮습니다.",9,"개정 내용이 특정 조문 번호 추가로 명료하게 표현되어 해석 여지가 거의 없습니다(제3조 단서에 ‘제32조’ 추가). 부칙도 “공포한 날부터 시행”으로 간결하며, 일반 독자도 적용범위 변화의 핵심을 쉽게 파악할 수 있습니다.",,
2014596,35,"사후 집행수단을 신설해 실효성을 보완하는 목적 적합성은 높으나, 비례성과 절차적 통제, 기준 명확성이 부족하다. 집행기준·절차·구제수단과 비용부담 원칙을 보완하면 법적 안정성과 지속가능성이 개선될 것이다.",8.0,"제안이유는 광물찌꺼기 저장시설 훼손 시 “비산, 유실, 침출수 유출 등으로 수질·대기 오염 등 심각한 안전위해” 우려와 현행법의 ‘사후 조치 규정 부재’를 명시한다. 이에 따라 제11조의2 제3항·제4항을 신설하여 절차 회피 시 인·허가 취소 등 사후수단을 부여하는 설계는 문제-수단 적합성이 높다.",6,제11조의2에 ‘이용·개발자’ 정의 추가(제1항)와 사후조치 요청(제3항)·따름의무(제4항)를 배치하여 조문 내 논리는 일관된다. 다만 “요청할 수 있다”(제3항)와 “특별한 사유가 없으면 그 요청에 따라야 한다”(제4항)의 결합은 사실상 구속력을 부여하여 일반 행정법상의 취소 재량·신뢰보호 원칙과의 긴장 가능성이 있다.,6,"의견청취 미이행·미반영 상태에서 인허가를 받은 경우 “인가·허가의 취소 또는 이용·개발 제한 등 필요한 조치”(제11조의2 제3항)를 가능케 해 회피 억지와 집행력을 높인다. 그러나 제재의 선택 기준, 위반 경중, 고의·과실 구분, 청문 등 절차적 보장 규정이 없어 취소·원상복구(제4항)가 과도해질 위험이 있으며 비례성 통제장치가 약하다.",4,"제안이유는 위험물질 예시(수은·카드뮴·비소)를 들지만 통계·사고사례·영향평가 등 객관적 근거가 제시되지 않았다. 이해관계자 의견수렴이나 비용-편익 분석, 집행 영향평가의 흔적도 본문에서 확인되지 않는다.",6,"사후적 취소·제한 및 원상복구 요구(제11조의2 제4항)는 광산 폐기물로 인한 환경·안전 리스크의 장기저감을 유도할 수 있다. 반면 인허가의 사후 취소 위험이 높아져 투자·개발 불확실성이 증대될 수 있고, 복구 비용부담·재원 조달 규정 부재로 집행 지속가능성에 한계가 있다.",5,"‘이용·개발자’ 정의 보완으로 적용대상은 명료해졌다. 그러나 “특별한 사유”(제4항), “필요한 조치”(제3항), “원상복구를 요구”(제4항) 등 핵심 용어가 불명확하고, 절차(기한, 청문, 불복)와 판단기준 부재로 예측가능성이 낮다.",,
2014611,38,"단절 방지와 사업 지속성 확보라는 최소 목적에는 부합하나, 성과 미흡의 원인 개선 없이 기간만 연장하여 실질적 효과는 제한적이다. 개정 조문의 명료성은 매우 높지만, 근거 기반과 정책 설계의 보완이 요구된다.",6.0,"제안이유에서 “지자체별 산발적 사업추진, 국가 예산 지원 부족”으로 목적 달성이 미흡했음을 밝히고, “법의 유효기간을 2030년 12월 31일로 10년 연장”하여 사업 추진 시간을 확보하려는 필요를 제시한다. 다만 구체적 성과평가나 대안 검토 없이 단순 기간 연장만 제시되어, 문제 해결과의 직접적 적합성은 제한적이다.",9,"개정 내용은 부칙 제2조의 “2020년”을 “2030년”으로 변경하는 단일 조항으로, 법체계 내부 모순이나 상위법 충돌 소지가 없다. 기존 제도의 틀을 유지한 채 효력기간만 연장하므로 제도적 일관성은 높다.",5,"유효기간 연장은 법 적용의 단절을 방지해 사업 지속성 확보에는 기여할 수 있다. 그러나 제안이유에서 지적한 근본 원인(산발적 추진, 예산 부족)에 대한 구조적 보완 없이 기간만 연장하여 목표 달성 효과는 불확실하며, 다만 수단의 강도는 매우 경미해 비례성 측면의 과도성 우려는 낮다.",3,“정부는 2017년 ‘남해안 발전거점 조성계획’… 수립중”이라는 서술 외에 통계나 평가 보고서 등 객관적 근거가 제시되지 않았다. 이해관계자 의견수렴이나 대안 비교 검토의 흔적도 확인되지 않아 근거 기반이 취약하다.,5,"10년 연장은 중장기 사업의 연속성과 지역 간 연계 추진에 긍정적 영향을 줄 수 있다. 반면, 성과 미흡의 원인을 개선하지 않은 채 특별법 체제를 장기간 유지함으로써 비효율과 재정 부담을 고착화할 위험이 있어 지속가능성 평가는 중간 수준에 그친다.",10,"“법률 제8823호…부칙 제2조 중 ‘2020년’을 ‘2030년’으로 한다.”처럼 개정 사항이 단순·명확하게 특정되고, 신·구조문대비표도 제시되어 해석 여지가 없다. 부칙의 시행시기도 “공포한 날부터 시행”으로 분명하다.",,
2014712,41,"의무보험·공제 도입과 공공조달비용 반영이라는 해결수단이 문제진단과 잘 연결되어 실효성 기대가 있다. 다만 적용대상과 보장요건의 과도한 하위법령 위임, 근거자료의 불명확성은 보완이 필요하다.",8.0,제안이유는 “가입률은 상품별로 현재 약 8%”이고 “소방사업자의 약 88%는 사업규모가 영세”하여 손해배상이 제대로 이뤄지지 않는 현실을 지적한다. 이에 따라 “대통령령으로 정하는 소방사업자는… 보험 또는… 공제에 가입하여야 한다”(제17조의2제2항)고 명시해 문제-해결의 연계가 분명하다.,7,"내부적으로는 제17조의2 제1항(배상책임), 제2항(의무가입), 제3항(세부 위임)으로 구조가 일관된다. 다만 “대통령령으로 정하는 소방사업자”(제2항)처럼 적용대상 기준을 법률에 두지 않고 포괄 위임한 점은 포괄위임금지 원칙과의 긴장 가능성을 내포한다.",7,"의무가입 규정과 “국가·지자체·공공기관 등은… 비용을 도급비용에 계상”(제17조의2제2항)하도록 한 점은 가입률 제고와 재정 부담 완화에 효과적이다. 다만 적용대상, 보장범위·한도 등이 “대통령령”에 광범위하게 위임되어 효과성은 하위법령 설계에 좌우된다.",5,"제안이유의 “가입률 약 8%”, “영세사업자 88%” 등 정량 정보가 있으나 출처와 조사 연도·방법이 명시되지 않았다. 이해관계자 의견수렴이나 규제영향분석 등 절차적 근거는 본문에서 확인되지 않는다.",7,"의무가입은 피해자 보호와 산업 신뢰성 제고에 장기적으로 긍정적 영향을 줄 가능성이 높다. 반면 보험료 부담으로 소규모 업체의 진입·유지 비용 상승과 공공조달 비용 증가가 예상되며, 이는 적정 보험설계와 지원정책이 병행되지 않으면 부정적 파급이 될 수 있다.",7,"조문은 3항 구조로 간명하고 “고의 또는 과실”, “용역 목적물 또는 제3자” 등 책임 범위 표현도 비교적 명확하다(제17조의2제1항). 다만 “그 밖에 대통령령으로 정하는 기관 또는 단체”(제2항)와 적용대상·보장요건을 전부 하위법령에 맡긴 부분은 예측가능성을 저해한다.",,
2014737,39,"해석상 불명확성을 최소한의 조문 수정으로 개선한 점이 강점이다. 다만 과포괄 우려와 근거 기반의 빈약함이 감점 요인으로, 입법 과정에서 영향 분석과 이해관계자 의견 수렴이 보완되면 품질이 향상될 것이다.",7.0,"제안이유에서 '언론인의 범주에 대한 명문규정이 없는바' 해석상 혼란을 지적하고, 제8조제2항제4호를 '언론사에 소속된 임직원'으로 개정하여 이해상충 방지를 명확히 하려는 목적이 분명하다. 다만 구체적 사례나 통계 등 외부 근거 없이 논리적 필요성에 주로 의존한다.",8,"현행 '현직 언론인'을 '언론사에 소속된 임직원'으로 단일 조항에서 변경하는 최소한의 개정으로 내부 모순이 없다(제8조제2항제4호). 언론중재위원의 이해관계 배제라는 제도의 취지와 정합적이며, 상위법 충돌 소지는 낮다.",7,이해관계가 있는 전 구성원(임원·직원)을 중재위원 결격에 포함함으로써 분쟁조정의 공정성을 실질적으로 제고할 가능성이 높다(제8조제2항제4호). 다만 직무 관련성이 낮은 일반 직원까지 포괄 배제하는 점은 다소 과포괄적일 수 있어 비례성 측면에서 보수적 평가가 필요하다.,3,"제안이유는 해석상의 문제 제기와 규범 목적만 제시하고, 판례·사례 통계·이해관계자 의견 등 객관적 근거는 제시되어 있지 않다. 사회적 논의나 영향평가 흔적도 확인되지 않는다.",6,"언론중재기구의 독립성과 신뢰도 제고라는 긍정적 효과가 예상되며, 비용·행정 부담이 낮아 지속가능성이 높다. 다만 언론계 출신의 전문성을 현재 재직자 범위에서 배제함으로써 단기적으로 인력풀이 줄어들 수 있는 부수 효과가 있다.",8,‘언론사에 소속된 임직원’이라는 표현은 ‘현직 언론인’보다 범위를 명확히 하여 해석 분쟁을 줄인다(신·구조문대비표). 조문 구조가 간결하고 부칙의 시행시점도 명확하다(공포 후 3개월).,,
2014742,36,"이번 개정안은 규범 내용 변경 없이 한자·일본식 표현을 현대화하여 접근성을 높이는 데 주력해 기본 목적에는 대체로 부합한다. 다만 용어 표준화와 중립성, 맞춤법(띄어쓰기) 정합성까지 보완하면 명확성과 지속가능한 해석 가능성이 더욱 향상될 것이다.",7.0,제안이유에서 “일본식 표현”과 “한자”를 한글로 정비하여 국민이 쉽게 이해하도록 하겠다는 목표를 분명히 제시한다. 제1조·제2조 등에서 한자 표기를 한글화하고 “각 호의 어느 하나에 해당하는 자”(제2조) 등 현대적 문구로 정비하는 등 목적과 수단의 정합성이 있다.,7,"내용상 권한 구조(국가정보원장-국무회의 심의-대통령 승인: 제3조)를 유지해 조문 간 체계가 흔들리지 않는다. 다만 “북한괴뢰집단”(제2조)과 “통신기재”(제2조) 등은 다른 현행 법령의 표준화 용어(예: ‘북한’ 또는 ‘반국가단체’, ‘통신기기’)와 불일치 소지가 있어 대외적 용어 일관성 측면에서 개선 여지가 있다.",7,"개정은 규범 내용 변경 없이 가독성 향상을 겨냥한 최소 규제적 조치로 비례성에 부합한다. 한자 제거와 표현 현대화(예: “게기된→규정된”, “각 호의 어느 하나”)로 실무 적용 예측가능성이 개선되나, 일부 비표준·구시대적 용어 유지(“북한괴뢰집단”, “유효적절하게”)로 효과는 부분적이다.",3,"제안이유는 일반적 필요성만 제시하고 통계·연구 등 객관적 근거와 이해관계자 의견 수렴 정황은 드러나지 않는다. 입법영향분석이나 비용·편익, 용어 표준화 기준(국가법령정보센터 표준용어 등) 연계 근거가 부재하다.",6,"장기적으로 법령의 접근성과 해석 통일성 제고에 기여할 가능성이 높다(제명 및 각 조 한글화). 다만 일부 용어 선택(“통신기재”, “북한괴뢰집단”)은 해석상 혼선을 남길 수 있어 긍정 효과의 범위를 제한한다.",6,"한자 전면 한글화, “각 호의 어느 하나” 등 명료화는 진전이다. 반면 띄어쓰기와 어휘가 최신 기준에 미흡한 부분(“직접사용”, “국고귀속명령된”, “유효적절하게”)과 가치판단적·비표준 용어(“북한괴뢰집단”)가 남아 가독성과 중립성이 저하된다.",,
2014924,41,"개정안은 정의 연동과 교차참조 정비로 체계성과 명확성이 우수하며, 공사의 수소산업 참여 근거를 간명히 마련했다. 다만 정량적 근거, 재원·거버넌스 등 실행 설계가 부족해 효과성과 근거 기반 측면의 점수가 제한적이다.",7.0,"제안이유는 “수소산업은 초기 투자 규모가 큰 반면… 민간기업에서는 투자를 회피”하므로 공공 주도의 육성을 주장하고, 이를 위해 한국가스공사 사업범위에 “수소의 제조·공급 및 공급망의 건설·운영… 개발 및 수출입”을 추가한다고 명시한다. 다만 객관적 통계나 비용·편익 비교 등 정량적 근거는 제시되지 않아 필요성 입증의 엄밀성은 제한적이다.",9,"수소의 범위를 「신에너지 및 재생에너지 개발·이용·보급 촉진법」 제2조제1호에 연동해 정의함으로써 상위·관련 법령과 개념적 정합성을 확보했다(제11조제1항 제4호의2, 제4호의3). 또한 제5호·제6호의 교차참조를 “제4호까지, 제4호의2 및 제4호의3의…”로 정비해 내부 체계의 모순을 예방한다.",6,"한국가스공사에 “수소에너지의 제조·공급 및 공급망의 건설·운영”과 “개발 및 수출입”을 허용하는 범위 확장은 초기 인프라 형성에 필요한 실행 권한을 부여한다. 그러나 재원 조달, 거버넌스, 성과평가 등 실효성 장치를 두지 않아 목표 달성 가능성은 제도 외적 요소에 크게 의존하며, 규제 강도는 낮아 비례성 측면에서는 과도하지 않다.",3,"제안이유는 민간 투자 회피와 “2000년부터… 연구개발” 추진 사실을 서술하지만, 구체 통계·영향평가·비용추계나 이해관계자 의견수렴 근거는 제시되지 않는다. 근거 기반 입법의 측면에서 자료의 충실성이 부족하다.",7,"공사의 법정 업무에 수소 전 주기(제조·공급·인프라·수출입)를 포함함으로써 인프라 구축 및 시장형성에 중장기적 파급효과가 예상된다. 다만 공기업 선도에 따른 시장잠식, 재정 부담, 기술 경합에 따른 좌초 위험 등 부작용 가능성 관리방안은 법문에 부재하다.",9,"“수소에너지의 제조·공급 및 공급망의 건설·운영”, “개발 및 수출입” 등 권한 범위가 간결하고 구체적으로 표현되었고, 외부 법률 정의를 원용해 용어 명확성을 높였다. 조문 구조도 최소한의 신설·정비로 일관되며 일반인이 이해하기 용이하다.",,
2014956,27,"문제 인식과 근거 제시는 타당하나, 개정 방식이 문언·체계의 명확성을 저해하고 실효적 변화로 이어지기 어렵다. ‘고수온 대응’의 구체화는 하위계획·지침에서 가능하며, 법률에서는 개념 정합성과 포괄성을 해치지 않는 문언 설계가 필요하다.",6.0,"제안이유에서 “폭염과 고수온 현상” 지속, “150만 마리… 폐사” 및 “2010년 21.4℃ → 2018년 24.3℃” 등 수온 상승 수치를 제시하여 문제의 심각성을 설명한다. 다만 해결 수단은 제2조제5호·제11조제5호의 ‘기후변화’에 “폭염으로 인한 고수온 현상”을 추가하는 수준으로, 기존 ‘기후변화 대응’ 틀 내에서 충분히 다룰 수 있었던 사안을 법률 개정으로까지 격상할 필요성은 제한적이다.",4,"“제2조제5호 중 ‘기후변화’를 ‘폭염으로 인한 고수온 현상, 기후변화’로” 치환하면 기존 정의문의 열거(“수산물 생산, … 오염 정화, 기후변화 대응, 해안 보호 등”)에서 기능(‘대응’) 항목이 현상(‘고수온’)과 혼재되어 개념 체계가 흐려진다. 또한 제11조제5호의 “기후변화 대응을 위한 … 사항”에서 ‘기후변화’만을 치환하면 문언상 “폭염으로 인한 고수온 현상, 기후변화 대응 …”과 같은 비대칭 구조가 되어 규범 체계와 문법적 일관성이 저하된다.",5,"종합계획 조항(제11조제5호)에 고수온 이슈를 명시함으로써 정책 우선순위에 반영될 여지는 있으나, 구체적 의무·수단·재원 규정이 없어 실효성은 제한적이다. 규제 강도나 비용 부담은 증가시키지 않아 비례성 측면에서는 과도하지 않다.",5,"제안이유가 기상청 경고와 수온 상승 수치, 피해 규모(“67곳의 어가”) 등 객관적 데이터 형태의 근거를 제시한다. 다만 출처의 세부 표기, 이해관계자 의견수렴이나 영향평가 근거는 텍스트상 확인되지 않는다.",4,"장기적으로 종합계획에 고수온 대응 항목이 강조될 수 있으나, 법률 차원에서의 실질적 제도 변화나 지속가능한 재정·집행 장치는 없다. 또한 “폭염으로 인한”으로 원인을 한정함으로써 기타 해양 열파 원인을 포섭하지 못하는 해석상 부작용이 생길 수 있다.",3,"‘기후변화’를 “폭염으로 인한 고수온 현상, 기후변화”로 단순 치환하면 제2조제5호의 정의문과 제11조제5호의 ‘…대응’ 문구에서 문법적 부조화가 발생하고, ‘고수온 현상’의 의미·기준도 별도로 정의되지 않았다. 원인(폭염)까지 특정하여 문언을 좁히는 방식은 해석상 혼란을 가중시킨다.",,
2014993,45,기존 인프라를 활용해 대리·안내 기능을 부여함으로써 접근성과 실행가능성을 높인 점이 강점이다. 다만 정량적 근거와 자원 배분 설계가 미흡해 효과의 균질성과 절차적 정당성 측면에서 보완 여지가 있다.,7.0,제안이유에서 “급속한 인구 고령화와 함께 치매 환자가 점차 증가”하고 “전국에 250여 개의 ‘치매안심센터’를 설치”했다는 맥락을 제시하여 문제 인식과 정책 여건을 설명한다. 현행 제도의 대리 범위(가족·친족·사회복지전담공무원)에 더해 치매안심센터가 “장기요양인정의 신청 등을 대리”하도록 해 수요자 접근성 제고와 부합한다. 다만 정량적 통계나 대체수단 대비 필요성 비교가 부족하다.,9,"신설 조항은 “노인장기요양보험법 제22조제2항제2호”와 직접 연계되고, 참고사항에서 동 법률안(의안번호 제14994호) 의결을 전제로 “조정되어야 할 것임”을 명시해 체계 정합성을 확보했다. 제17조제2항에 “6의2”를 신설하고 제3항(안내의무)·제4항(현행 제3항)으로 재번호화하는 구조도 내부 모순이 없다. 충돌 소지나 권한 중첩에 대한 최소한의 정합장치가 존재한다.",8,치매안심센터 업무에 “장기요양인정 신청 등의 대리”(제17조제2항제6호의2)와 센터장의 “안내하여야 한다”(제17조제3항)를 부여함으로써 접근성·신청률 제고라는 목표 달성 가능성이 높다. 수단은 기존 인프라를 활용하는 경미한 의무 부과로 비례적이다. 다만 추가 업무에 대한 인력·예산 근거가 없어 효과의 균질성이 기관별로 달라질 수 있다.,5,"제안이유는 정책 배경과 제도 현황(‘치매 국가책임제’, ‘250여 개 센터’, 기존 대리 규정)을 기술하나, 구체 통계·영향평가·비용추계 등 근거 자료는 제시되지 않는다. 이해관계자 의견수렴이나 대안 비교의 흔적도 텍스트상 확인되지 않는다. 다만 관련 법률안과의 연동·조정 예정 사실을 명기한 점은 투명성을 보완한다.",7,"단기적으로 치매환자·가족의 행정 부담 경감과 장기요양 접근성 향상이 기대된다(대리 범위 확대, 의무적 안내). 기존 대리 주체(가족·사회복지전담공무원)와의 업무 중복·책임 한계 설정이 불명확할 경우 조정 비용이 발생할 수 있으나, 기존 조직을 활용해 재정적 지속가능성은 비교적 높다. 장기적으로 지역 돌봄 연계 강화에 긍정적 파급효과가 예상된다.",9,"신설 규정은 대상·행위·근거법을 구체적으로 특정한다(예: “제22조제2항제2호에 따른 장기요양인정 신청 등의 대리”, “신청 또는 … 변경신청 … (신청의 대리에 관한 사항을 포함한다)”). 조항 배열과 부칙의 시행일(“2018년 12월 13일부터 시행”)도 명료하다. 문언은 간결하며 모호한 용어나 포괄위임 표현이 거의 없다.",,
2015005,36,"본 개정안은 최소 변경으로 명확성과 체계성을 확보했지만, 처벌 상향의 근거·효과성에 대한 분석과 보완적 예방수단이 부족하다. 안전·품질 제고 목표를 달성하려면 근거 기반 강화와 차등화·예방 중심의 종합 설계가 필요하다.",6.0,제안이유에서 라오스 세피안-세남노이 보조댐 붕괴 사례를 근거로 해외공사 부실시공에 대한 처벌 강화를 제시해 문제 인식과 목표가 연결되어 있다. 다만 처벌 수위 상향(제37조의 7년·7천만원 → 10년·1억원)이 실제 필요 규모를 입증하는 통계·비교근거가 부족해 적합성의 객관성이 제한적이다.,8,"개정은 제37조의 형량·벌금액 수치만 상향하는 최소 변경으로, 법안 내부의 체계나 기존 조항과의 충돌 소지가 낮다. 다만 다른 형사·행정 제재 수준과의 정합성 검토에 대한 서술이 없어 대외 일관성 판단은 부분적으로만 가능하다.",5,"형량·벌금 상향은 억지력 강화의 가능성은 있으나, 품질관리·감리 강화 등 근본 원인 대응 수단이 없어 실효성은 제한적이다. 피해 규모·과실 정도에 따른 차등화나 보완장치 없이 일괄 상향하여 비례성 설계가 정교하지 않다.",3,"제안이유는 특정 사고 사례를 제시하지만, 부실시공 관련 위반 빈도, 기존 처벌의 억지력 한계, 국제 비교 등 객관적 데이터가 제시되지 않았다. 이해관계자 의견 수렴이나 규제영향분석 등 절차적 근거도 텍스트상 확인되지 않는다.",5,"대외 공신력 제고와 안전 확보에 기여할 여지는 있으나, 기업의 해외 진출 위축·보험·보증 비용 증가 등 부작용 가능성도 있다. 재정소요는 크지 않겠으나, 장기적 지속가능한 안전 개선을 위해서는 제재 외 예방적 제도의 병행이 필요하다.",9,개정 내용은 제37조의 구체 수치를 명시적으로 변경하는 단순·명료한 구조로 이해가 쉽다. 용어 모호성이나 과도한 위임 없이 국민과 사업자가 제재 수준을 예측 가능하게 파악할 수 있다.,,
2015022,37,"현행법의 공백을 보완하는 최소한의 정합적 개정으로서 타당성이 있다. 다만 임의규정과 근거자료 부족으로 실효성과 지속가능성이 제한될 수 있으므로, 의무화 범위·접근성 기준·성과평가 등 보완이 필요하다.",7.0,"제안이유에서 “현행법에는 이에 관한 규정이 없는 실정임”이라며 공백을 지적하고, 제30조에 “발달장애인과 그 보호자를 대상으로 성교육을 실시할 수 있다”를 신설하여 문제-해결의 정합성이 있다. 다만 관련 통계나 피해 규모 등 객관적 근거 제시는 부족하다.",8,"신설된 제30조제2항에 맞춰 제3항·제4항 문구를 “교육 및 제2항에 따라 실시하는 성교육” 등으로 정합성 있게 정비하였다. 세부 사항을 “보건복지부령으로 정한다”로 위임해 기존 조문 체계와 충돌이 없고, 상위법과 직접적 충돌 소지는 낮다.",6,"성교육 대상을 당사자와 보호자로 확대한 점은 예방 효과를 기대할 수 있으나, “실시할 수 있다” 및 “예산의 범위에서”와 같은 임의·재량 규정으로 실효성은 제한될 수 있다. 의무화, 접근성 기준, 성과평가 규정이 없어 효과 담보 장치는 약하다.",3,"제안이유는 취약성·피해 반복 가능성을 서술하지만 통계, 연구, 비용추계 등 객관적 근거가 제시되지 않았다. 이해관계자 의견수렴이나 정책대안 비교의 흔적도 텍스트에서 확인되지 않는다.",5,"장기적으로 성범죄 예방과 권익 보호에 긍정적 영향을 줄 수 있으나, 임의규정과 재정 재량으로 지역 간 격차가 발생할 수 있다. 예산 확보 의무나 평가·모니터링 규정 부재로 지속가능한 효과 담보가 제한적이다.",8,"조문은 간결하며 대상과 목적(“건전한 성가치관 형성과 성범죄 예방”)이 명확하다. 다만 “성교육”, “건전한 성가치관”의 범위는 다소 추상적이나, 세부는 “보건복지부령”으로 위임해 집행 단계에서 구체화 가능하다.",,
2015048,39,"시행령 수준의 불안정성을 법률로 보완하고, 적용 공백을 해소하려는 목적·수단 정합성이 양호하다. 다만 근거 기반 설명과 타 법률(보상·연금)과의 연계 규정, 접근성 강화를 위한 신청기간·절차 보완이 필요하다.",7.0,"제안이유에서 시행령의 위임 없는 2계급 진급 규정(2011.3.29. 이후 적용)의 한계를 지적하고, 이를 법률로 상향하여 2001.9.1. 이후 전사·순직 진급예정자에게 적용하려는 목적이 분명하다. 제3조에서 ""사망일 전날을 진급 발령일로 하여""로 문제를 직접 해결한다. 다만 대상 규모나 대안 검토 등 객관적 자료 제시는 부족하다.",7,"군인사법과의 정합성이 높다. 제2조, 제3조에서 군인사법 제24조, 제29조, 제30조, 제54조의2를 명시적으로 원용하고, 장성급은 ""장교진급 선발위원회의 심사""(제3조)로 상위법 체계를 준수한다. 다만 진급에 따른 보수·연금 등 타 법률(군인연금법, 보훈보상 체계)과의 연계 규정이 없어 해석·집행상 충돌 가능성이 잔존한다.",7,"제3조에서 진급일 소급 간주와 추가 1계급 진급 허용으로 법률상 근거와 절차를 부여해 목표 달성 가능성이 높다. 신청·결정·이의 절차(제4~6조: ""60일 이내 결정"", ""30일 이내 이의신청"")로 집행 가능성도 담보했다. 다만 신청기한을 ""시행일부터 1년""(제7조)으로 한정하고, ""다시 진급시킬 수 있다""는 임의 규정은 형평·포괄성 측면에서 제약이 될 수 있다.",4,"제안이유는 시행령의 위법 소지와 적용 공백을 서술하지만, 관련 통계·판례·감사결과 등 객관적 근거 제시는 없다. 이해관계자 의견수렴이나 영향평가의 흔적도 텍스트상 확인되지 않는다. 법문 자체는 요건·절차를 비교적 체계적으로 제시하나, 근거 기반 정책설계로서의 설명은 제한적이다.",6,"과거(2001.9.1. 이후) 전사·순직 진급예정자에 대한 예우 확립과 법적 안정성 제고라는 긍정적 효과가 예상된다. 반면 진급 소급이 보상·연금 산정에 미칠 영향에 대한 규율 부재로 예산·형평 이슈가 발생할 수 있다. 1년 한시 신청 구조로 장기 행정 부담은 제한적이나, 사각지대(정보 접근 어려운 유족) 발생 가능성은 있다.",8,"핵심 용어 정의(제2조)와 적용 요건·절차(제3~7조)가 명확히 구조화되어 있다. ""사망일 전날을 진급 발령일로"" 등 문구가 구체적이고, 위임도 절차 사항으로 한정(제4·5조: ""대통령령으로 정하는 바"")되어 과도하지 않다. 다만 ""다시 진급시킬 수 있다"" 등 재량 표현은 기준 명시가 없어 해석 여지를 남긴다.",,
